# Restricted frequency table for the Iceland West radar
default=11000
0000 8000
8202 8297
8357 8423
8857 8931
8974 8980
10025 10037
11181 11188
11274 11286
11458 11469
12240 12300
12515 12525
12539 12585
13285 13313
13340 13352
15022 15028
16370 16455
16689 16700
16720 16748
16799 16815
17910 17953
17940 17953
17982 17990
18778 18830
18890 18905
19674 19686
20000 99999
